PropertyID,CountyName,DwellingTypeDescr,Year_of_Construction,TypeofRating,EnergyRating,BerRating,TotalFloorArea,UValueWall,UValueRoof,UValueFloor,UValueWindow,UvalueDoor,WallArea,RoofArea,FloorArea,WindowArea,DoorArea,NoStoreys,CO2Rating,MainSpaceHeatingFuel,MainWaterHeatingFuel,HSMainSystemEfficiency,MultiDwellingMPRN,HSSupplSystemEff,WHMainSystemEff,GroundFloorUValue,SolarHotWaterHeating,InsulationType,InsulationThickness,GroundFloorArea,GroundFloorHeight,FirstFloorArea,FirstFloorHeight,SecondFloorArea,SecondFloorHeight,ThirdFloorArea,ThirdFloorHeight,RoomInRoofArea,PurposeOfRating,DateOfAssessment
25845,Leitrim,Detached house,1925,Existing,C3,201.98,167.59,1.06,0.76,0.57,2.66,3,188.3,118.55,116.02,25.69,5.55,2,51.29,Heating Oil ,Heating Oil ,93,NO,65,93,0,YES,Factory Insulated             ,35,116.01,2.35,51.58,2.72,0,0,0,0,0,Grant Support,28/10/2016
25846,Leitrim,Ground-floor apartment,2007,Existing,D2,278.14,44.93,0.25,0.25,0.34,2.2,2.6,23.5,2.42,44.32,18.69,1.78,1,60.07,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,20,44.93,2.66,0,0,0,0,0,0,0,Grant Support,05/01/2017
25847,Leitrim,Semi-detached house,1930,Existing,F,413.32,190.42,1.24,0.15,1.1,3.28,2.82,188.04,152.07,154.3,24.77,5.57,2,103.27,Heating Oil ,Heating Oil ,65,NO,60,60,0,NO ,None                          ,0,49.16,2.55,141.26,2.9,0,0,0,0,0,Sale,07/02/2017
25848,Leitrim,Mid-floor apartment,2006,Existing,D1,234.67,54.41,0.52,0,0.37,2.2,1.36,43.19,0,54.41,9.07,1.85,3,50.68,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,30,0,0,54.41,2.43,0,0,0,0,0,Sale,19/04/2017
25849,Leitrim,Top-floor apartment,2002,Existing,D1,256.49,38.9,0.55,0.13,0,2.84,3,63.62,38.9,0,6.08,2,1,62.48,Heating Oil ,Heating Oil ,85,NO,0,85,0,NO ,Factory Insulated             ,35,0,0,38.9,2.79,0,0,0,0,0,Grant Support,12/04/2017
25850,Leitrim,Semi-detached house,2000,Existing,D1,242.12,145.22,0.55,0.4,0.41,2.8,4.39,114.6,70.44,79.46,36.98,10.45,2,61.46,Heating Oil ,Heating Oil ,79,NO,30,79,0,NO ,Factory Insulated             ,25,79.46,2.48,65.76,2.77,0,0,0,0,0,Sale,04/09/2017
25851,Leitrim,Semi-detached house,2005,Existing,C1,165.79,123.84,0.37,0.26,0.34,2.7,3,96.88,61.92,61.92,13.67,4.75,2,40.86,Heating Oil ,Heating Oil ,85,NO,30,85,0,NO ,Factory Insulated             ,35,61.92,2.45,61.92,2.71,0,0,0,0,0,Sale,15/09/2017
25852,Leitrim,Ground-floor apartment,1999,Existing,D2,272.82,47.96,0.55,0,0.29,2.8,3,37.42,0,47.96,9.26,2.04,1,53.65,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,35,47.96,2.43,0,0,0,0,0,0,0,Sale,15/11/2017
25853,Leitrim,Mid-floor apartment,2002,Existing,C1,164.49,69.8,0.78,0,0,2.7,1.71,36.95,0,0,4.79,1.7,1,32.34,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,30,69.8,2.59,0,0,0,0,0,0,0,Private Letting,05/12/2017
25854,Leitrim,Detached house,2008,Existing,C2,199.8,96.73,0.37,0.13,0.37,2.2,2.74,95.96,96.73,91.73,14.27,3.95,1,48.87,Heating Oil ,Heating Oil ,85,NO,45,85,0,NO ,Factory Insulated             ,30,96.73,2.42,0,0,0,0,0,0,0,Social housing letting,06/12/2017
25855,Leitrim,Ground-floor apartment,2003,Existing,D1,227.21,57.7,0.89,0,0.36,2.8,1.36,30.7,0,57.7,4.58,1.82,1,44.68,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,35,57.7,2.43,0,0,0,0,0,0,0,Sale,19/01/2018
25856,Leitrim,Detached house,2002,Existing,C1,173.82,156.82,0.35,0.25,0.41,2.8,3,122.32,61.02,103.41,20,5.74,2,42.32,Heating Oil ,Heating Oil ,85.2,NO,60,85.2,0,NO ,Factory Insulated             ,25,103.41,2.57,0,0,0,0,0,0,53.41,Grant Support,08/01/2018
25857,Leitrim,Semi-detached house,2001,Existing,F,412.57,47.79,0.33,0.13,0.44,2.8,3,43.21,47.79,47.79,7.44,3.87,1,127.64,Solid Multi-Fuel,Solid Multi-Fuel,45,NO,100,45,0,NO ,Factory Insulated             ,35,47.79,2.5,0,0,0,0,0,0,0,Social housing letting,14/02/2018
25858,Leitrim,Semi-detached house,1997,Existing,C2,184.57,84.44,0.55,0.2,0.44,2.79,3,85.05,42.22,42.22,11.95,1.88,2,47.16,Heating Oil ,Anthracite,95,NO,55,95,0,NO ,Factory Insulated             ,25,42.22,2.37,42.22,2.68,0,0,0,0,0,Social housing letting,24/09/2018
25859,Leitrim,Detached house,1978,Existing,D1,245.62,105.4,0.31,0.13,0.57,2.2,3,92.15,105.43,105.4,17.36,3.94,1,74.62,Solid Multi-Fuel,Solid Multi-Fuel,74.35,NO,70,74.35,0,NO ,Loose Jacket                  ,80,105.4,2.57,0,0,0,0,0,0,0,Grant Support,15/10/2018
25860,Leitrim,Detached house,2018,Final,B1,78.61,60.06,0.15,0.1,0.14,0.12,0.12,75.19,60.06,60.06,11.59,1.9,1,14.11,Electricity ,Electricity ,476,NO,60,220,0.135,NO ,Factory Insulated             ,30,60.06,2.43,0,0,0,0,0,0,0,Social housing letting,13/11/2018
25861,Leitrim,Detached house,1995,Existing,C1,162.71,102.59,0.16,0.21,0.44,2.8,3,94.05,45.49,59.96,14.68,1.85,2,40.28,Heating Oil ,Heating Oil ,83.1,YES,60,83.1,0,NO ,Factory Insulated             ,25,59.96,2.5,42.63,2.35,0,0,0,0,0,Grant Support,06/02/2019
25862,Leitrim,Detached house,1977,Existing,D1,257.39,97.69,0.4,0.13,0.68,2.2,2.88,90.74,97.69,97.69,15.61,4.1,1,63.74,Heating Oil ,Heating Oil ,85,NO,45,85,0,NO ,Loose Jacket                  ,80,97.69,2.6,0,0,0,0,0,0,0,Grant Support,07/03/2019
25863,Leitrim,Detached house,1993,Existing,B3,143.1,124.61,0.31,0.14,0.64,3.08,2.41,146.55,63.41,63.41,22.65,3.8,2,35.62,Heating Oil ,Heating Oil ,95,NO,60,95,0,NO ,Loose Jacket                  ,50,63.41,2.48,61.2,2.8,0,0,0,0,0,Grant Support,21/05/2019
25864,Leitrim,Detached house,1984,Existing,C3,213.29,113.1,0.33,0.2,0.57,2.85,3.7,145.26,113.1,113.1,20.92,1.9,1,54.42,Heating Oil ,Heating Oil ,95,NO,30,95,0,NO ,Factory Insulated             ,35,113.1,2.62,0,0,0,0,0,0,0,Sale,27/06/2019
25865,Leitrim,Detached house,2006,Existing,B3,149.93,207.94,0.37,0.41,0.34,2.54,0,190.36,111.01,111,40.87,0,2,31.45,Electricity ,Electricity ,250,NO,60,100,0.34,NO ,Factory Insulated             ,35,111.01,2.46,96.93,2.75,0,0,0,0,0,Other,30/07/2019
25866,Leitrim,Mid-terrace house,1950,Existing,F,410.63,60.388,2,0.63,0.65,3,2.81,49.13,33.24,33.56,8.83,3.59,2,132.36,Solid Multi-Fuel,Solid Multi-Fuel,65,NO,0,65,0,,,,33.558,2.43,26.83,2.74,0,0,0,0,0,Social housing letting,17/12/2019
25867,Leitrim,Detached house,1989,Existing,D1,255.26,123.1,0.6,0.18,0.57,2.2,2.15,98.31,123.1,123.1,20.35,5.43,1,65.66,Heating Oil ,Heating Oil ,60,NO,60,60,0,,,,123.1,2.6,0,0,0,0,0,0,0,Grant Support,23/01/2020
25868,Leitrim,Detached house,1986,Existing,D2,281.55,158.88,0.6,0.16,0.57,3.1,3,115.59,158.88,158.88,26.1,5.68,1,68.99,Heating Oil ,Heating Oil ,60,NO,100,60,0,,,,158.88,2.61,0,0,0,0,0,0,0,Grant Support,17/02/2020
25869,Leitrim,Detached house,2009,Existing,B1,82.8,231.26,0.37,0.26,0.34,2.2,3,169.44,144.5,133.24,52.83,3.61,2,21.55,Heating Oil ,Heating Oil ,94.4,NO,65,94.4,0,,,,133.24,2.72,98.02,2.74,0,0,0,0,0,Grant Support,20/02/2020
25870,Leitrim,Detached house,2007,Existing,C3,209.78,172.02,0.37,0.15,0.37,2.2,3,192,197.66,172.02,38.55,3.92,1,46.47,Electricity ,Electricity ,320,NO,30,100,0.37,,,,172.02,2.57,0,0,0,0,0,0,0,Sale,27/02/2020
25871,Leitrim,Detached house,2008,Existing,A3,67.54,316.5,0.37,0.16,0.34,2,3,140,171.13,171.5,77.62,3.52,2,12.08,Electricity ,Electricity ,437,NO,60,162.76,0.34,,,,171.5,2.5,145,2.5,0,0,0,0,0,Grant Support,23/06/2020
25872,Leitrim,Detached house,1900,Existing,C3,210.98,84.06,1.66,0.83,0.78,2.8,2.35,98.56,58.08,54.86,7.88,3.74,2,55.6,Heating Oil ,Heating Oil ,94.8,NO,65,94.8,0,,,,54.86,2.09,29.2,2.3,0,0,0,0,0,Grant Support,18/11/2020
25873,Leitrim,Semi-detached house,1950,Existing,E2,376.85,97.91,1.57,1.1,0.74,2.8,3,93.04,64.28,65.91,19.23,3.86,2,94.05,Heating Oil ,Heating Oil ,65,NO,60,65,0,,,,65.91,2.39,32,2.72,0,0,0,0,0,Sale,19/02/2021
25874,Leitrim,Detached house,2010,Existing,A2,42.87,256.07,0.17,0.14,0.17,0.81,1.56,179.41,161.91,154.96,62.9,4.04,2,9.17,Electricity ,Electricity ,352.54,NO,60,205.47,0.17433,,,,154.96,2.92,101.11,2.91,0,0,0,0,0,New dwelling for owner occupat,16/03/2021
25875,Leitrim,Ground-floor apartment,2020,Final,A3,57.59,75.78,0.24,0,0.17,1.05,1.2,97.17,0,75.78,9.76,1.9,1,11.33,Electricity ,Electricity ,475.77,NO,0,242.92,0,,,,75.78,2.6,0,0,0,0,0,0,0,Social housing letting,05/05/2021
25876,Leitrim,Detached house,1999,Existing,B1,79.09,211.6,0.53,0.27,0.41,3.1,2.87,199.96,129.62,124.46,30.85,3.7,2,23.21,Heating Oil ,Heating Oil ,95,NO,65,95,0,,,,124.46,2.69,87.14,1.93,0,0,0,0,0,Grant Support,24/06/2021
25877,Leitrim,Detached house,2000,Existing,C1,167.01,144.96,0.53,0.27,0.41,2.8,3,162.18,106.94,104.08,14.63,1.81,2,43.87,Heating Oil ,Heating Oil ,79,NO,60,79,0,,,,104.08,2.37,40.88,2.71,0,0,0,0,0,Grant Support,26/06/2021
25878,Leitrim,Detached house,1960,Existing,F,421.83,85.01,1.58,0.4,0.73,3.1,3.01,87.4,85.01,85.01,11.09,3.7,1,107.69,Heating Oil ,Heating Oil ,65,NO,30,65,0,,,,85.01,2.78,0,0,0,0,0,0,0,Sale,01/07/2021
25879,Leitrim,Detached house,2019,Final,A2,49.75,252.67,0.13,0.13,0.15,1,0,218.9,252.67,252.67,51.22,0,1,10.72,Electricity ,Electricity ,369.12,NO,60,209.22,0.15,,,,252.67,2.78,0,0,0,0,0,0,0,New dwelling for owner occupat,30/08/2021
25880,Leitrim,Detached house,2002,Existing,B2,120.83,144.67,0.55,0.13,0.41,2.8,2.92,95.03,144.67,144.67,25.07,5.12,1,34.41,Heating Oil ,Heating Oil ,79,NO,60,79,0,,,,144.67,2.42,0,0,0,0,0,0,0,Grant Support,09/09/2021
25881,Leitrim,Detached house,2000,Existing,B3,149.44,204.53,0.32,0.21,0.36,2.8,3,144,204.48,204.53,26.87,5.55,1,40.04,Heating Oil ,Heating Oil ,79,NO,65,79,0,,,,204.53,2.47,0,0,0,0,0,0,0,Grant Support,06/12/2021
25882,Leitrim,Detached house,1850,Existing,C3,206.62,291.44,1.82,0.36,0.84,2.8,2.65,274.59,187.94,177.82,38.03,9.16,2,45.31,Electricity ,Electricity ,250,NO,60,142.86,0,,,,177.82,2.74,113.62,2.64,0,0,0,0,0,Grant Support,23/02/2022
25883,Leitrim,Detached house,2021,Final,A2,38.57,220.738,0.15,0.14,0.11,0.84,1.4,211.22,135.06,136.04,58.49,4.22,2,8.15,Electricity ,Electricity ,603.73,NO,60,200.22,0.11,,,,136.039,2.56,84.699,3.12,0,0,0,0,0,New dwelling for owner occupat,24/02/2022
25884,Leitrim,Semi-detached house,2000,Existing,D1,225.54,100.28,0.55,0.26,0.41,3.1,3.4,89.29,50.37,50.37,13.53,3.61,2,56.41,Heating Oil ,Heating Oil ,85.5,NO,30,85.5,0,,,,50.37,2.49,49.91,2.76,0,0,0,0,0,Sale,08/03/2022
25885,Leitrim,Detached house,1963,Existing,A2,27.38,137.6,0.16,0.13,0.15,1.19,1.04,120.49,137.6,137.6,23.21,6.17,1,5.38,Electricity ,Electricity ,542.11,NO,0,287.87,0.147,,,,137.6,2.91,0,0,0,0,0,0,0,Grant Support,25/03/2022
25886,Leitrim,Detached house,2016,Existing,A1,21.55,216.96,0.13,0.13,0.13,0.87,1.01,240.36,147.84,134.44,56.27,4.1,2,6.62,Electricity ,Electricity ,442,NO,60,163.1,0,,,,134.44,3.05,82.52,2.75,0,0,0,0,0,Grant Support,07/04/2022
25887,Leitrim,Detached house,2021,Final,A2,42.25,183.32,0.15,0.16,0.12,1.09,0,165.16,121.52,97.23,54.79,0,2,8.31,Electricity ,Electricity ,478,NO,100,257.63,0.12,,,,97.23,2.51,86.09,3.49,0,0,0,0,0,New dwelling for owner occupat,28/04/2022
25888,Leitrim,Detached house,2020,Final,A2,43.19,290.59,0.17,0.16,0.12,1.3,0.79,262.11,145.86,145.86,48.81,2.33,2,9.22,Electricity ,Electricity ,535.46,NO,77.6,287.87,0.12,,,,144.73,2.53,145.86,2.46,0,0,0,0,0,New dwelling for owner occupat,23/05/2022
25889,Leitrim,Semi-detached house,2008,Existing,C1,161.04,127.2,0.37,0.37,0.34,2.2,3,97.81,59.23,63.6,15.67,2.28,2,39.83,Heating Oil ,Heating Oil ,79,NO,60,79,0,,,,63.6,2.61,63.6,2.51,0,0,0,0,0,Sale,03/06/2022
25890,Leitrim,Ground-floor apartment,1900,Existing,E2,357.56,41.71,1.47,0,0.61,3.1,1.36,28.61,0,41.71,4.45,1.89,1,70.31,Electricity ,Electricity ,100,NO,100,100,0,,,,41.71,2.6,0,0,0,0,0,0,0,Sale,15/06/2022
25891,Leitrim,Detached house,2022,Provisional,A2,45.48,167.44,0.16,0.12,0.12,0.8,1.4,120.43,167.44,167.44,39.59,3.78,1,8.31,Electricity ,Electricity ,497.94,NO,73.7,207.2,0.118,,,,167.44,2.6,0,0,0,0,0,0,0,New dwelling for owner occupat,18/06/2022
25892,Leitrim,Detached house,2001,Existing,B3,131.16,207.9,0.37,0.33,0.41,2.2,3,156.46,136.23,127.88,27.52,6.23,2,34.77,Heating Oil ,Heating Oil ,79,NO,65,79,0,,,,127.88,2.43,80.02,2.3,0,0,0,0,0,Grant Support,28/06/2022
25893,Leitrim,Semi-detached house,1999,Existing,C1,174.46,109.55,0.31,0.13,0.41,3.1,3,94.62,57.78,56.47,17.5,1.83,2,36.62,Electricity ,Electricity ,100,NO,60,100,0,,,,56.47,2.45,53.08,2.68,0,0,0,0,0,Grant Support,13/07/2022
25894,Leitrim,Detached house,2016,Existing,A3,57.24,235.9,0.27,0.22,0.24,0.72,1.2,193,208,118.2,64.88,3.78,2,11.37,Electricity ,Electricity ,335.03,NO,72,240.6,0,,,,118.2,2.57,117.7,2.83,0,0,0,0,0,Other,12/07/2022
25895,Leitrim,Detached house,2004,Existing,B2,101.95,255.66,0.54,0.36,0.41,2.8,3,230.67,134.93,134.97,32.06,4.02,2,28.39,Heating Oil ,Heating Oil ,85.7,NO,60,85.7,0,,,,134.97,2.51,120.69,2.78,0,0,0,0,0,Grant Support,28/07/2022
25896,Leitrim,Semi-detached house,2003,Existing,B3,129.2,112.02,0.33,0.26,0.41,2.54,3,104.07,56.82,56.82,15.89,3.87,2,33.87,Heating Oil ,Heating Oil ,85.3,NO,70,85.3,0,,,,56.82,2.55,55.2,2.76,0,0,0,0,0,Grant Support,22/08/2022
25897,Leitrim,Detached house,2008,Existing,C1,169.17,242.6,0.34,0.17,0.64,2.7,3,175.39,92.4,242.6,39.51,3.7,2,36.23,Heating Oil ,Heating Oil ,76,NO,65,76,0,,,,133,2.6,109.6,2.8,0,0,0,0,0,Grant Support,26/08/2022
25898,Leitrim,Semi-detached house,2004,Existing,C3,205.81,112.48,0.55,0.2,0.41,2.2,3,103.31,57.05,57.06,17.12,3.91,2,52.54,Heating Oil ,Heating Oil ,79,NO,30,79,0,,,,57.06,2.53,55.42,2.77,0,0,0,0,0,Private Letting,27/09/2022
25899,Leitrim,Detached house,1994,Existing,C1,174.76,177.84,0.55,0.13,0.44,3.1,3,199.79,103.38,103.4,31.68,5.61,2,64.27,Solid Multi-Fuel,Solid Multi-Fuel,65,NO,85,65,0,,,,103.4,2.65,74.44,2.71,0,0,0,0,0,Grant Support,30/09/2022
25900,Leitrim,Detached house,2005,Existing,B2,107.92,310.95,0.27,0.26,0.6,1.59,3,231.51,259.4,310.95,90.13,1.85,2,24,Heating Oil ,Heating Oil ,93.6,NO,65,93.6,0,,,,190.7,2.5,120.25,2.5,0,0,0,0,0,Other,20/09/2022
25901,Leitrim,Detached house,2002,Existing,B2,102.47,126.53,0.33,0.13,0.41,2.8,3,104.17,126.53,126.53,12.6,5.68,1,29.67,Heating Oil ,Heating Oil ,93.6,NO,60,93.6,0,,,,126.53,2.52,0,0,0,0,0,0,0,Grant Support,06/10/2022
25902,Leitrim,Semi-detached house,2006,Existing,B3,147.02,115.92,0.21,0.13,0.34,2.2,3,115.52,58.35,58.35,14.8,4.14,2,32.89,Heating Oil ,Heating Oil ,85,NO,60,85,0,,,,58.35,2.65,57.57,2.67,0,0,0,0,0,Grant Support,14/10/2022
25903,Leitrim,Detached house,2006,Existing,C1,164.41,198.52,0.3,0.17,0.68,2.8,3,232,80.8,198.52,33.33,3.78,2,35.55,Heating Oil ,Heating Oil ,85.7,NO,55,85.7,0,,,,99.26,2.4,0,0,0,0,0,0,99.26,Grant Support,17/10/2022
25904,Leitrim,Detached house,1985,Existing,C1,174.05,100,0.22,0.13,0.57,3.1,3,94.05,100,100,14.81,3.7,1,41.45,Heating Oil ,Heating Oil ,93.6,NO,0,93.6,0,,,,100,2.57,0,0,0,0,0,0,0,Other,27/10/2022
25905,Leitrim,Detached house,2001,Existing,D1,226.34,110.26,0.55,0.36,0.44,3.1,3,100.68,55.13,55.13,23.12,1.85,2,44.51,Electricity ,Electricity ,100,NO,100,100,0,,,,55.13,2.4,55.13,2.37,0,0,0,0,0,Grant Support,28/10/2022
25906,Leitrim,Mid-terrace house,2009,Existing,A3,70.27,100.82,0.37,0.16,0.26,2.25,3,42.07,52.92,50.41,11.51,2.07,2,13.82,Electricity ,Electricity ,540,NO,0,168.75,0,,,,50.41,2.38,50.41,2.46,0,0,0,0,0,Sale,28/10/2022
25907,Leitrim,Mid-terrace house,2005,Existing,B1,79.4,71.064,0.25,0.13,0.31,2.2,3,33.55,35.53,35.53,10.3,2.53,2,16.93,Electricity ,Electricity ,347.87,NO,60,281.12,0,,,,35.532,2.46,35.532,2.7,0,0,0,0,0,Grant Support,16/11/2022
25908,Leitrim,Mid-terrace house,1983,Existing,B1,90.31,41.71,0.21,0.14,0.57,0.9,1.1,24.5,41.71,41.71,4.47,3.87,1,17.76,Electricity ,Electricity ,514.05,NO,0,241.38,0,,,,41.71,2.32,0,0,0,0,0,0,0,Social housing letting,08/08/2022
25909,Leitrim,Detached house,2021,Final,A2,41.76,189.2,0.21,0.15,0.02,1,0.65,220.09,192.86,127.3,67.67,3.78,2,11.94,Electricity ,Electricity ,300,NO,73.9,300,0,,,,127.3,2.8,61.9,2.6,0,0,0,0,0,New dwelling for owner occupat,19/01/2023
25910,Leitrim,Detached house,1969,Existing,D1,247.08,133.95,0.59,0.57,0.73,1.2,2.41,98.5,145.35,133.95,36.43,4.2,1,64.17,Heating Oil ,Heating Oil ,65,NO,60,65,0,,,,133.95,2.78,0,0,0,0,0,0,0,Grant Support,21/01/2023
25911,Leitrim,Detached house,1999,Existing,B2,119.58,118.7,0.55,0.2,0.44,1.2,1.3,145.49,59.35,59.35,15.84,3.17,2,18.25,Electricity ,Electricity ,170.31,NO,68.01,252.14,0,,,,59.35,2.42,59.35,2.7,0,0,0,0,0,Social housing letting,07/02/2023
25912,Leitrim,Detached house,2010,Existing,B1,86.21,308.67,0.27,0.2,0.25,2,2.48,223.09,173.88,162.93,75.81,4.82,2,23.18,Heating Oil ,Heating Oil ,94.4,NO,60,94.4,0.246529,,,,162.93,2.56,145.74,3.19,0,0,0,0,0,Grant Support,11/02/2023
25913,Leitrim,Detached house,2001,Existing,C3,208.07,135.86,0.32,0.22,0.41,2.8,3,118.06,140.29,135.86,19.48,3.55,1,48.22,Heating Oil ,Heating Oil ,85,NO,20,85,0.41,,,,135.86,2.55,0,0,0,0,0,0,0,Grant Support,22/02/2023
25914,Leitrim,Detached house,1870,Existing,C2,176.02,102.98,1.41,0.4,0.84,2.8,3,116.83,51.49,51.49,14.35,4.27,2,51.72,Heating Oil ,Heating Oil ,95,NO,60,95,0,,,,51.49,2.6,51.49,2.82,0,0,0,0,0,Grant Support,11/02/2023
25915,Leitrim,Detached house,1999,Existing,C2,182.79,321.37,0.37,0.36,0.36,2.8,3,328.64,242.73,236.27,44.97,7,2,50.46,Heating Oil ,Heating Oil ,79,NO,30,79,0,,,,236.27,2.71,85.1,2.18,0,0,0,0,0,Grant Support,03/03/2023
25916,Leitrim,Semi-detached house,2008,Existing,B3,133.46,137.42,0.37,0.25,0.39,0.98,1.1,114.7,83.01,56.7,75.26,3.78,3,29.59,Heating Oil ,Heating Oil ,90.3,NO,65,90.3,0,,,,56.7,2.45,54.1,2.4,0,0,0,0,26.62,Grant Support,10/02/2023
25917,Leitrim,Top-floor apartment,2004,Existing,C1,169.7,121.77,0.53,0.31,0.54,2.2,3,121.05,81.34,1.03,11.62,1.85,3,21.72,Electricity ,Electricity ,100,NO,100,100,0,,,,1.03,2.69,71.85,2.51,48.89,2.23,0,0,0,Sale,16/03/2023
25918,Leitrim,Top-floor apartment,2004,Existing,C2,192.03,83.99,0.81,0.36,0,2.23,1.36,78.26,83.99,0,9.88,1.74,1,24.58,Electricity ,Electricity ,100,NO,100,100,0,,,,83.99,2.42,0,0,0,0,0,0,0,Sale,25/04/2023
25919,Leitrim,Detached house,1980,Existing,E1,307.62,165.67,1.1,0.49,0.57,2.87,0,121.59,186.84,136.08,26.61,0,2,108.8,Solid Multi-Fuel,Solid Multi-Fuel,65,NO,45,65,0,,,,136.08,2.58,0,0,0,0,0,0,29.59,Grant Support,25/04/2023
25920,Leitrim,Detached house,2004,Existing,B2,101.86,198.62,0.4,0.15,0.41,2.2,1.2,168.45,126.13,119.34,23.36,7.14,2,30.64,Heating Oil ,Heating Oil ,95,NO,30,95,0,,,,119.34,2.4,79.28,2.61,0,0,0,0,0,Grant Support,02/05/2023
25921,Leitrim,Detached house,2007,Existing,A1,12.87,238.59,0.36,0.23,0.34,2.2,2.81,189.81,147.42,153.01,31.78,3.93,2,4.64,Electricity ,Electricity ,390.95,NO,60,221.75,0,,,,153.01,2.58,85.58,2.37,0,0,0,0,0,Grant Support,11/05/2023
25922,Leitrim,End of terrace house,2023,Final,A2,36.11,105.07,0.18,0.14,0.19,1.4,1.4,96.1,53.07,53.07,12.3,4.09,2,4.62,Electricity ,Electricity ,540.88,NO,0,264.89,0,,,,52,2.51,53.07,2.83,0,0,0,0,0,Social housing letting,17/05/2023
25923,Leitrim,Mid-terrace house,2023,Final,A2,37.11,83.6,0.18,0.14,0.17,1.4,1.4,41.09,42.2,42.2,11.32,2.04,2,4.75,Electricity ,Electricity ,560.92,NO,0,264.89,0,,,,41.14,2.5,42.46,2.84,0,0,0,0,0,Social housing letting,10/05/2023
25924,Leitrim,End of terrace house,2023,Final,A2,33.98,116.65,0.18,0.12,0.18,1.4,1.4,105.09,58.79,58.79,14.12,2.06,2,4.35,Electricity ,Electricity ,536.89,NO,0,264.89,0,,,,57.86,2.47,58.79,2.87,0,0,0,0,0,Social housing letting,10/05/2023
25925,Leitrim,End of terrace house,1900,Existing,F,386.48,189.95,2.07,2.3,0.73,4.8,3,149.35,87.8,46.34,18.01,3.7,3,49.47,Electricity ,Electricity ,100,NO,100,100,0,,,,46.34,2.9,79.2,2.88,64.41,1.42,0,0,0,Sale,08/06/2023
25926,Leitrim,Semi-detached house,2006,Existing,B3,130.66,110.95,0.31,0.13,0.34,2.2,0.94,96.05,55,55.95,15.89,2.08,2,30.74,Heating Oil ,Heating Oil ,85.5,NO,65,85.5,0,,,,55.95,2.46,55,2.66,0,0,0,0,0,Grant Support,12/06/2023
25927,Leitrim,Detached house,2010,Existing,B1,95.5,207.77,0.27,0.17,0.24,1.58,3,177.52,114.62,112.65,47.28,3.8,2,19.7,Heating Oil ,Heating Oil ,92.4,NO,65,92.4,0,,,,112.65,2.48,95.12,2.7,0,0,0,0,0,Grant Support,05/05/2023
25928,Leitrim,Semi-detached house,2005,Existing,B1,86.59,110.92,0.37,0.26,0.34,2.2,3,93.71,55.94,55.95,16.23,2.03,2,30.42,Heating Oil ,Heating Oil ,85,NO,30,85,0,,,,55.95,2.46,54.97,2.72,0,0,0,0,0,Grant Support,26/06/2023
25929,Leitrim,Detached house,2022,Final,A2,34.88,305.71,0.16,0.12,0.11,0.87,0,294.75,162.25,151.21,112.24,0,3,3.96,Electricity ,Electricity ,452.33,NO,70.8,204.55,0.11,,,,151.21,3.16,125.13,2.85,29.37,2.09,0,0,0,Other,26/06/2023
25930,Leitrim,Semi-detached house,2023,Final,A2,37.87,105.23,0.15,0.13,0.18,1.4,1.4,93.58,52.89,52.34,13.99,4.2,2,4.85,Electricity ,Electricity ,512.56,NO,0,249.83,0,,,,52.34,2.47,52.89,2.86,0,0,0,0,0,Other,20/07/2023
25931,Leitrim,Semi-detached house,2000,Existing,C1,157.36,118.3,0.32,0.16,0.41,2.87,2.02,96.72,60.58,59.15,13.5,1.47,2,36.89,Heating Oil ,Heating Oil ,79,NO,60,79,0,,,,59.15,2.57,59.15,2.58,0,0,0,0,0,Grant Support,20/07/2023
25932,Leitrim,Semi-detached house,2023,Final,A3,51.4,67.86,0.15,0.13,0.18,1.4,1.4,54.36,67.86,67.86,8.98,4.2,1,6.58,Electricity ,Electricity ,513.81,NO,0,249.83,0,,,,67.86,2.45,0,0,0,0,0,0,0,Other,21/07/2023
25933,Leitrim,Detached house,1998,Existing,C2,182.44,87.64,0.51,0.27,0.43,2.8,3.02,109.8,87.67,87.64,35.89,3.76,1,53.58,Heating Oil ,Heating Oil ,85.5,NO,65,85.5,0,,,,87.64,2.6,0,0,0,0,0,0,0,Grant Support,03/08/2023
25934,Leitrim,Semi-detached house,2023,Final,A2,46.41,74.45,0.16,0.14,0.12,1.4,1.4,79.83,74.45,74.45,16.36,2.25,1,5.94,Electricity ,Electricity ,549.39,NO,0,264.89,0,,,,74.45,2.5,0,0,0,0,0,0,0,Social housing letting,04/08/2023
25935,Leitrim,Detached house,2023,Final,A2,49.5,68.2,0.16,0.14,0.13,1.4,1.4,73.26,68.2,68.2,15.62,2.25,1,6.34,Electricity ,Electricity ,536.03,NO,0,264.89,0,,,,68.2,2.48,0,0,0,0,0,0,0,Social housing letting,04/08/2023
